caseid,age,total_children,felling_live,gender,marital_status,education,self_rated_mental_health,income_respondent,average_hours_worked
223,31.2,2,9,Male,Living common-law,Trade certificate or diploma,Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
224,53.7,2,10,Female,Divorced,"College, CEGEP or other non-university certificate or di...",Good,"Less than $25,000",50.1 hours and more
225,80,0,5,Male,Separated,Less than high school diploma or its equivalent,Poor,"Less than $25,000",Valid skip
226,61.8,1,8,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"Less than $25,000",Valid skip
227,45.8,3,9,Female,Married,"University certificate, diploma or degree above the bach...",Very good,"$75,000 to $99,999",30.0 to 40.0 hours
228,65.1,2,4,Female,Married,"NA",Fair,"Less than $25,000",Valid skip
229,52.3,1,10,Male,Living common-law,High school diploma or a high school equivalency certificate,Very good,"$75,000 to $99,999",30.0 to 40.0 hours
230,32.3,1,7,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$50,000 to $74,999",30.0 to 40.0 hours
231,66.8,4,10,Female,Married,Less than high school diploma or its equivalent,Excellent,"Less than $25,000",Valid skip
232,65.6,0,1,Male,Divorced,"University certificate, diploma or degree above the bach...",Very good,"Less than $25,000",Valid skip
233,63.8,2,9,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$100,000 to $ 124,999",30.0 to 40.0 hours
234,80,0,9,Male,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
235,67.8,1,8,Female,"Single, never married",Trade certificate or diploma,Good,"Less than $25,000",Don't know
236,66.8,2,10,Male,Divorced,Trade certificate or diploma,Very good,"Less than $25,000",50.1 hours and more
237,61.9,0,9,Female,"Single, never married","College, CEGEP or other non-university certificate or di...",Excellent,"Less than $25,000",50.1 hours and more
238,71.3,4,5,Female,Married,High school diploma or a high school equivalency certificate,Fair,"Less than $25,000",Valid skip
239,40.4,3,7,Male,Married,"College, CEGEP or other non-university certificate or di...",Good,"$75,000 to $99,999",30.0 to 40.0 hours
240,26,0,8,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",50.1 hours and more
241,57.3,0,8,Male,Married,"College, CEGEP or other non-university certificate or di...",Good,"$100,000 to $ 124,999",50.1 hours and more
242,35.9,1,8,Male,Living common-law,High school diploma or a high school equivalency certificate,Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
243,63.1,1,10,Male,Married,Trade certificate or diploma,Very good,"$25,000 to $49,999",Valid skip
244,38.8,0,9,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
245,75,0,5,Male,"Single, never married",Less than high school diploma or its equivalent,Good,"$50,000 to $74,999",Valid skip
246,63.3,0,8,Male,Married,High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",Valid skip
247,65.5,2,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$25,000 to $49,999",0.1 to 29.9 hours
248,19.5,0,5,Female,"Single, never married",High school diploma or a high school equivalency certificate,Poor,"Less than $25,000",0.1 to 29.9 hours
249,72.3,4,6,Female,Divorced,High school diploma or a high school equivalency certificate,Fair,"$25,000 to $49,999",Valid skip
250,27.8,0,9,Male,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
251,45.2,2,10,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",50.1 hours and more
252,62.6,3,9,Female,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$25,000 to $49,999",Valid skip
253,28.5,0,9,Female,Living common-law,"University certificate, diploma or degree above the bach...",Very good,"Less than $25,000",Valid skip
254,56.7,2,9,Female,Divorced,High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
255,58.3,2,5,Female,"Single, never married",High school diploma or a high school equivalency certificate,Fair,"Less than $25,000",30.0 to 40.0 hours
256,60.8,3,8,Female,Married,High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
257,66.3,3,8,Male,Married,High school diploma or a high school equivalency certificate,Good,"$50,000 to $74,999",Valid skip
258,62.7,4,NA,Male,Separated,Less than high school diploma or its equivalent,Poor,"Less than $25,000",Valid skip
259,32.9,1,10,Male,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$100,000 to $ 124,999",50.1 hours and more
260,39.3,2,8,Male,Living common-law,High school diploma or a high school equivalency certificate,Very good,"$50,000 to $74,999",30.0 to 40.0 hours
261,56.5,0,8,Female,Married,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
262,34.1,2,10,Male,Married,"University certificate, diploma or degree above the bach...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
263,47.6,2,10,Female,Divorced,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
264,22.4,0,8,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",0.1 to 29.9 hours
265,65.3,2,2,Male,Separated,High school diploma or a high school equivalency certificate,Excellent,"$75,000 to $99,999",40.1 to 50.0 hours
266,22,1,10,Female,Married,Less than high school diploma or its equivalent,Excellent,"Less than $25,000",Don't know
267,49.6,2,9,Female,Divorced,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",30.0 to 40.0 hours
268,22.7,0,5,Male,"Single, never married",High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",0.1 to 29.9 hours
269,65.5,0,9,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$100,000 to $ 124,999",30.0 to 40.0 hours
270,34.9,0,7,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$25,000 to $49,999",30.0 to 40.0 hours
271,50.1,0,7,Male,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Fair,"$25,000 to $49,999",50.1 hours and more
272,37.2,0,8,Male,Married,"University certificate, diploma or degree above the bach...",Very good,"$100,000 to $ 124,999",30.0 to 40.0 hours
273,80,3,9,Female,Married,"College, CEGEP or other non-university certificate or di...",Good,"Less than $25,000",Valid skip
274,61.8,2,8,Female,Married,High school diploma or a high school equivalency certificate,Good,"Less than $25,000",Valid skip
275,59.7,2,9,Male,Separated,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
276,41.9,1,8,Female,Married,University certificate or diploma below the bachelor's level,Very good,"$75,000 to $99,999",40.1 to 50.0 hours
277,65.6,3,1,Male,Married,University certificate or diploma below the bachelor's level,Good,"$25,000 to $49,999",Valid skip
278,17.3,0,9,Male,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
279,80,4,7,Female,Married,Trade certificate or diploma,Good,"$25,000 to $49,999",Valid skip
280,76.8,2,8,Male,Married,High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",Valid skip
281,35.8,2,10,Female,Married,High school diploma or a high school equivalency certificate,Excellent,"$75,000 to $99,999",0.1 to 29.9 hours
282,66.7,2,8,Male,Married,High school diploma or a high school equivalency certificate,Very good,"$25,000 to $49,999",Valid skip
283,26.5,2,10,Female,"Single, never married",Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
284,55.1,2,10,Female,Married,High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",Valid skip
285,16.8,0,8,Male,"Single, never married",Less than high school diploma or its equivalent,Fair,"Less than $25,000",Valid skip
286,57.9,3,9,Male,Married,High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",Valid skip
287,44.2,0,NA,Male,Married,High school diploma or a high school equivalency certificate,Excellent,"Less than $25,000",Valid skip
288,61.3,2,NA,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
289,27.4,0,7,Male,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"Less than $25,000",0.1 to 29.9 hours
290,16.1,0,10,Male,"Single, never married",Less than high school diploma or its equivalent,Excellent,"Less than $25,000",0.1 to 29.9 hours
291,71.3,5,9,Female,Married,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
292,68.8,2,6,Male,Divorced,High school diploma or a high school equivalency certificate,Very good,"$50,000 to $74,999",Valid skip
293,80,0,8,Male,"Single, never married",Trade certificate or diploma,Excellent,"$50,000 to $74,999",Valid skip
294,55,0,10,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Very good,"$100,000 to $ 124,999",40.1 to 50.0 hours
295,54.9,2,8,Female,Separated,High school diploma or a high school equivalency certificate,Good,"$25,000 to $49,999",30.0 to 40.0 hours
296,69.9,3,8,Male,Widowed,High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",Valid skip
297,41,0,8,Male,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$25,000 to $49,999",40.1 to 50.0 hours
298,80,3,9,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$25,000 to $49,999",Valid skip
299,61.6,2,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$125,000 and more",30.0 to 40.0 hours
300,31.6,0,10,Female,"Single, never married","Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
301,77.6,0,10,Female,Widowed,Less than high school diploma or its equivalent,Very good,"$25,000 to $49,999",0.1 to 29.9 hours
302,62.7,2,8,Female,Divorced,"College, CEGEP or other non-university certificate or di...",Very good,"Less than $25,000",Valid skip
303,54.8,2,8,Female,Married,High school diploma or a high school equivalency certificate,Good,"$75,000 to $99,999",30.0 to 40.0 hours
304,80,1,5,Female,"Single, never married",University certificate or diploma below the bachelor's level,Fair,"Less than $25,000",Valid skip
305,71.6,5,7,Female,Divorced,High school diploma or a high school equivalency certificate,Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
306,59.5,2,9,Male,Married,Trade certificate or diploma,Good,"Less than $25,000",50.1 hours and more
307,41.2,2,9,Female,Married,"University certificate, diploma or degree above the bach...",Excellent,"$75,000 to $99,999",30.0 to 40.0 hours
308,78.8,1,9,Male,Married,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
309,67.8,3,8,Female,Living common-law,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",30.0 to 40.0 hours
310,74.8,3,5,Female,Widowed,Less than high school diploma or its equivalent,Very good,"Less than $25,000",Valid skip
311,77.9,0,10,Male,"Single, never married","University certificate, diploma or degree above the bach...",Excellent,"$25,000 to $49,999",Valid skip
312,53.7,2,7,Female,"Single, never married",Trade certificate or diploma,Good,"$25,000 to $49,999",30.0 to 40.0 hours
313,61.3,2,9,Female,Married,"University certificate, diploma or degree above the bach...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
314,39.8,2,8,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"Less than $25,000",50.1 hours and more
315,48.9,2,7,Male,Living common-law,Trade certificate or diploma,Good,"Less than $25,000",Valid skip
316,40.6,3,10,Male,Living common-law,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Excellent,"$125,000 and more",50.1 hours and more
317,80,2,8,Female,Divorced,"NA",Excellent,"$50,000 to $74,999",Valid skip
318,29.9,0,9,Male,Living common-law,"College, CEGEP or other non-university certificate or di...",Excellent,"$25,000 to $49,999",30.0 to 40.0 hours
319,18,0,7,Male,"Single, never married",Less than high school diploma or its equivalent,Good,"Less than $25,000",Valid skip
320,74.9,2,6,Male,Widowed,"University certificate, diploma or degree above the bach...",Excellent,"$125,000 and more",Valid skip
321,44.6,3,8,Male,Separated,High school diploma or a high school equivalency certificate,Excellent,"$100,000 to $ 124,999",50.1 hours and more
322,26.4,0,7,Male,"Single, never married",High school diploma or a high school equivalency certificate,Good,"$75,000 to $99,999",40.1 to 50.0 hours
323,61.2,3,4,Female,Living common-law,Trade certificate or diploma,Fair,"Less than $25,000",Valid skip
324,51.5,0,9,Male,Widowed,"University certificate, diploma or degree above the bach...",Very good,"$75,000 to $99,999",30.0 to 40.0 hours
325,31.8,2,9,Male,Married,"College, CEGEP or other non-university certificate or di...",Excellent,"$50,000 to $74,999",40.1 to 50.0 hours
326,80,0,9,Female,"Single, never married",High school diploma or a high school equivalency certificate,Excellent,"$25,000 to $49,999",Valid skip
327,70.6,3,0,Female,Widowed,Less than high school diploma or its equivalent,Poor,"Less than $25,000",Valid skip
328,63.3,2,8,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$75,000 to $99,999",30.0 to 40.0 hours
329,26.3,0,6,Female,Living common-law,Trade certificate or diploma,Fair,"$25,000 to $49,999",30.0 to 40.0 hours
330,58.6,2,7,Male,"Single, never married",Less than high school diploma or its equivalent,Good,"Less than $25,000",Valid skip
331,34.3,0,10,Male,Married,"University certificate, diploma or degree above the bach...",Very good,"$125,000 and more",30.0 to 40.0 hours
332,39.5,5,8,Male,Married,Trade certificate or diploma,Good,"$100,000 to $ 124,999",30.0 to 40.0 hours
333,39.4,0,7,Male,"Single, never married","College, CEGEP or other non-university certificate or di...",Good,"$25,000 to $49,999",40.1 to 50.0 hours
334,43,0,5,Female,"Single, never married","University certificate, diploma or degree above the bach...",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
335,52.6,0,8,Male,Living common-law,High school diploma or a high school equivalency certificate,Excellent,"$50,000 to $74,999",Valid skip
336,20.9,0,7,Female,"Single, never married",High school diploma or a high school equivalency certificate,Very good,"Less than $25,000",0.1 to 29.9 hours
337,58.9,1,0,Male,Separated,"College, CEGEP or other non-university certificate or di...",Poor,"Less than $25,000",50.1 hours and more
338,61.9,2,8,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$75,000 to $99,999",Valid skip
339,57.8,0,9,Female,Living common-law,Less than high school diploma or its equivalent,Very good,"$50,000 to $74,999",30.0 to 40.0 hours
340,69.1,0,10,Male,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Very good,"$25,000 to $49,999",40.1 to 50.0 hours
341,62.7,2,10,Male,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$50,000 to $74,999",30.0 to 40.0 hours
342,48.1,1,10,Female,Married,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Good,"$50,000 to $74,999",30.0 to 40.0 hours
343,59.6,2,8,Female,Married,"College, CEGEP or other non-university certificate or di...",Very good,"$25,000 to $49,999",30.0 to 40.0 hours
344,40.9,0,8,Male,Married,"College, CEGEP or other non-university certificate or di...",Good,"$75,000 to $99,999",30.0 to 40.0 hours
